company,name,address,city,latitude,longitude,phone,services,station_id,gps_coordinates,image_url,source_url,combined_at
Azpetrol,Xaldan,"Yevlax rayonu, Xaldan kəndi, AZ6619",Yevlax,40.70528,47.22494,(050) 245-25-03,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,475,,https://qnela1.azpetrol.com/uploads/image_0caff57032.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Qusar,"Qusar rayonu, Qusar şəhəri, Qusar-Xudat yolu, AZ 3800",Qusar,41.63299,48.42882,(023) 385-56-30,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,478,,https://qnela1.azpetrol.com/uploads/image_4229d543e5.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Qusar-QDM,"Qusar rayonu, Qusar şəhəri, Qusar-Xudat yolu, AZ 3800",Qusar,41.44147,48.46463,(023) 385-57-86,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; QDM (Propan-Butan); Ödəmə terminalları,481,,https://qnela1.azpetrol.com/uploads/image_2f6332b200.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Mərdəkan,"Bakı şəhəri, Xəzər rayonu, Qala ŞTQ, Qala qəsəbəsi, Aeroport-Mərdəkan dairəsi, avtomobil yolunun sağ tərəfi, AZ 1046",Bakı,40.46781,50.09287,(012) 456-50-43,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; CNG qaz (Metan); Elektromobillərin doldurma xidməti; Kafe; Market; Maye qaz postu (LPG); YDM; Ödəmə terminalları,484,,https://qnela1.azpetrol.com/uploads/image_9417ac6c6d.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Mərdəkan-2,"Bakı şəhəri, Xəzər rayonu, Qala ŞTQ, Qala qəsəbəsi, Aeroport-Mərdəkan dairəsi, avtomobil yolunun sağ tərəfi, AZ 1046",Bakı,40.46821,50.09381,(012) 456-52-49,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; CNG qaz (Metan); Elektromobillərin doldurma xidməti; Kafe; Maye qaz postu (LPG); YDM,487,,https://qnela1.azpetrol.com/uploads/image_359b0bf89b.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Şabran-2,"Şabran rayonu, Şabran şəhəri, Məmmədəmin Rəsulzadə küçəsi, AZ 1700",Şabran,41.19109,48.99611,(023) 358-28-64,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,490,,https://qnela1.azpetrol.com/uploads/image_8cdcfd4098.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Ağsu,"Ağsu rayonu, Ağsu şəhəri, Bakı-Qazax yolunun yaxınlığında, Cənub tərəfi, AZ 0600",Ağsu,40.58016,48.38352,(020) 225-49-99,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; YDM,493,,https://qnela1.azpetrol.com/uploads/image_84a4bfcefc.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Cəngi,"Qobustan rayonu, Cəngi kəndi, Bakı-Qazax yolunun yaxınlığında 57-ci km, AZ 3700",Qobustan,40.50237,49.26415,(050) 282-71-07,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; Market; YDM,496,,https://qnela1.azpetrol.com/uploads/image_8c97b08036.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Göygöl,"Göygöl rayonu, Göygöl şəhəri, Heydər Əliyev prospekti, AZ 2501",Göygöl,40.60431,46.32382,(022) 205-07-35,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,499,,https://qnela1.azpetrol.com/uploads/image_7efbdd37f4.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,İsmayıllı,"İsmayıllı rayonu, İsmayıllı şəhəri, Ə. Mahmudov küçəsi, AZ 3100",İsmayıllı,40.7871,48.18527,(020) 282-71-69,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,502,,https://qnela1.azpetrol.com/uploads/image_e2789af332.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Şəki-2,"Şəki rayonu, Şəki şəhəri, 101-ci kvartal, AZ 5500",Şəki,41.15599,47.18724,(024) 245-22-02,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,505,,https://qnela1.azpetrol.com/uploads/image_d8c8db8351.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Heydər Əliyev prospekti 105,"Bakı şəhəri, Nizami rayonu, Heydər Əliyev prospekti 105, AZ 1029",Bakı,40.41045,49.89335,(012) 567-16-51; (012) 567-20-48,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,508,,https://qnela1.azpetrol.com/uploads/image_3b21b5ef4c.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Heydər Əliyev prospekti 108,"Bakı şəhəri, Nizami rayonu, Heydər Əliyev prospekti 170, AZ 1029",Bakı,40.41823,49.91241,(012) 514-90-34,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,511,,https://qnela1.azpetrol.com/uploads/image_ea2e4832fd.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Sumqayıt-3,"Sumqayıt şəhəri, Bakı-Quba yolu 45-cu kilometr, AZ 5000",Sumqayıt,40.64809,49.53178,(050) 291-57-62,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,514,,https://qnela1.azpetrol.com/uploads/image_d4e9a0b382.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Şəmkir-Mərkəz,"Şəmkir rayonu, Şəmkir şəhəri, Heydər Əliyev prospekti, AZ 5700",Şəmkir,40.84554,46.02768,(022) 303-01-41,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,517,,https://qnela1.azpetrol.com/uploads/image_c0be2e4456.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Şamaxı-Mərkəz,"Şamaxı rayonu, Şamaxı şəhəri, S.Ə.Şirvani küçəsi ev 1, AZ 5600",Şamaxı,40.62097,48.64897,(020) 265-73-83,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM; Ödəmə terminalları,520,,https://qnela1.azpetrol.com/uploads/image_edd036882f.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Mingəçevir-2,"Yevlax rayonu, Havarlı kəndi, AZ 6600",Yevlax,40.75609,47.08775,(024) 273-00-50,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; Motel; YDM; Ödəmə terminalları,523,,https://qnela1.azpetrol.com/uploads/image_2b750f0088.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Beyləqan,"Beyləqan rayonu, Beyləqan-Daşburun avtomobil yolunun sol tərəfi, AZ 1200",Beyləqan,39.75568,47.60623,(012) 585-41-04; (021) 225-27-51 (motel),Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; Motel; YDM,526,,https://qnela1.azpetrol.com/uploads/image_b7da225021.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Samux,"Samux rayonu, Samux şəhəri, Samux-Gəncə yolunun sol tərəfi, AZ 5100",Samux,40.74235,46.39031,(050) 780-05-47,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,532,,https://qnela1.azpetrol.com/uploads/image_c29fe867a6.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Mayak-2,"Bakı şəhəri, Qaradağ rayonu, Salyan şossesi 15-ci km, AZ 1063",Bakı,40.29675,49.755333,(012) 565-60-91,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; Market; YDM; Ödəmə terminalları,535,,https://qnela1.azpetrol.com/uploads/image_fb3cad7ea2.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Masazır,"Abşeron rayonu, Saray qəsəbəsi, Villa Badam yaşayış kompleksinin yanı, AZ 0121",Abşeron,40.51175,49.753056,(050) 563-37-09,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; CNG qaz (Metan); Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,538,,https://qnela1.azpetrol.com/uploads/image_3f5b9a8f44.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Siyəzən-2,"Siyəzən rayonu, Yeni Kənd kəndi, Bakı-Quba yolunun sol tərəfi, AZ 5300",Siyəzən,41.143615,49.070969,(023) 303-68-03,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,541,,https://qnela1.azpetrol.com/uploads/image_c7ee0e844b.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Salyan-2,"Salyan rayonu, Çuxanlı Ə/V, Çuxanlı kəndi, Ələt-Astara-İran İslam Respublikası avtomobil yolu 47-ci km AZ 5213",Salyan,39.683984,49.009035,(050) 780-05-27,Avtoyağlama; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,544,,https://qnela1.azpetrol.com/uploads/image_545f7eb31e.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Şamaxı Asan,"Şamaxı rayonu, Şahriyar qəsəbəsi, Bakı-Şamaxı yolunun sol tərəfi",Şamaxı,40.6128428,48.6658843,(012) 404 76 54,Avtotəmir; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,547,,https://qnela1.azpetrol.com/uploads/image_8074c2ed6c.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Kürdəmir Asan,"Kürdəmir rayonu, Şıxımlı kəndi",Kürdəmir,40.32209806424409,48.18951427264885,(020) 255-34-26; (012) 585-06-07 (motel),Avtotəmir; Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; Motel; YDM,550,,https://qnela1.azpetrol.com/uploads/image_6637933db8.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Nizami,"Bakı şəhəri, Nizami rayonu, M. Əliyev küçəsi 2405-ci məhəllə,",Bakı,40.41223105602965,49.924139075715104,(012) 525-95-01,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; Market; YDM; Ödəmə terminalları,553,,https://qnela1.azpetrol.com/uploads/image_a74bd04fd6.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Hökməli,"Abşeron rayonu, Xırdalan şəhəri, Hökməli qəs, (Bakı-Şamaxı şossesi)",Abşeron,40.44226765014964,49.74537789149956,(012) 341-00-34,Avtomarket; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM,556,,https://qnela1.azpetrol.com/uploads/image_5b5e1f65e7.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,“Azpetrol” “BakuBus” STQ,"Bakı şəhəri, Nərimanov rayonu, Ziya Bünyadov prospekti 111, AZ1029",Bakı,40.42355093453663,49.90925646552064,(012) 565-60-87,Azpetrol Baku Bus STQ Terminalı,559,,https://qnela1.azpetrol.com/uploads/image_7d42696649.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Yasamal avtopark-1,"Bakı şəhəri, Yasamal r-nu , Xarci Dairəvi, Qanlı Gölün Şimal Qərb hissəsi, AZ 1070",Bakı,40.368118654536396,49.794430129963914,(051) 970-33-58,Azpetrol kartlarına xidmət; YDM,562,,https://qnela1.azpetrol.com/uploads/image_74944331c6.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Ağalı,Zəngilan rayonu Ağalı Ə/V ev.5,Zəngilan,39.18109,46.76367,(050) 750 81 63,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,568,,https://qnela1.azpetrol.com/uploads/image_c40fd9d5dc.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Saray,"Abşeron rayonu, Saray-Sumqayıt şossesi",Abşeron,40.505034929558356,49.70810115812174,(012) 526-01-37,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM,571,,https://qnela1.azpetrol.com/uploads/image_b6dbc495eb.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Hadrut,2800 Xocavənd rayonu Hadrut Ə/V,2800 Xocavənd,39.51164,47.04889,(051)846-06-69,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,574,,https://qnela1.azpetrol.com/uploads/image_4cd3828c2a.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Suqovuşan,"5900 Tərtər r-nu, Suqovuşan qəs",5900,40.331795,46.755302,(051)970-34-28,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,577,,https://qnela1.azpetrol.com/uploads/image_dbb1679bed.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Füzuli,"AZ1901,Füzuli rayonu, Qaraxanbəyli, Füzuli-Şuşa Zəfər yolu",AZ1901,39.59983,47.260067,(050) 513-84-76,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,580,,https://qnela1.azpetrol.com/uploads/image_d09654cf99.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Yasamal Avtopark-2,"Yasamal r-nu, Xarici dairəvi ev.62 m.1",Yasamal,40.403225,49.792329,(050)731-14-10,Azpetrol kartlarına xidmət; YDM,583,,https://qnela1.azpetrol.com/uploads/image_8c5aa6a378.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Xırdalan Avtopark,"Xırdalan şəh.,28-ci məhəllə ev Betonzavodun yanı",Xırdalan,40.450764,49.732067,(050) 750-81-67,Azpetrol kartlarına xidmət; YDM,586,,https://qnela1.azpetrol.com/uploads/image_42b466e413.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Xankəndi,"2600 Xocalı rayonu, Xankəndi şəhəri",2600 Xocalı,39.870869,46.774361,(050)780-05-33,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; YDM,589,,https://qnela1.azpetrol.com/uploads/image_19c07956ac.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Şuşa,"Şuşa rayonu, Azərbaycan evi, 3 km",Şuşa,39.779349,46.750321,(010) 232-05-84,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,592,,https://qnela1.azpetrol.com/uploads/image_5a97b30fad.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Ağcabədi,Ağcabədi rayonu M. Rəsulzadə ev 201 A m.,Ağcabədi,40.06916,47.475977,(010) 252-27-11,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; YDM,595,,https://qnela1.azpetrol.com/uploads/image_09378f0fb1.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Əsgəran,"Xocalı Rayonu, Xocalı şəh.",Xocalı,39.9244,46.826261,(010) 232-31-29,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; YDM,598,,https://qnela1.azpetrol.com/uploads/image_956a27e4bf.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Laçın,AZ4100 Laçın rayonu Zerti kəndi,AZ4100 Laçın,39.675292008134676,46.53684607735783,(010) 265-29-96,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; YDM,605,,https://qnela1.azpetrol.com/uploads/lachin_item_1d6dd9afaa.jpeg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Cəbrayıl,AZ1400 Cəbrayıl rayonu Soltanlı Ə/V,AZ1400 Cəbrayıl,39.256449606039865,47.03302584417924,(050) 245-25-04,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,606,,https://qnela1.azpetrol.com/uploads/cebrayil_2ed233f247.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Gəncə Mərkəz-2,"Gəncə şəhəri,Şah İsmayıl Xətai prospekti 96,AZ 2001",Gəncə,40.692951,46.379118,(050)790-62-43,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,612,,https://qnela1.azpetrol.com/uploads/Network_Gence_M2_1f35fd1a3d.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Laçın,,,39.67449926283786,46.53890601384122,,,488,,,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
Azpetrol,Cəbrayıl,,,39.25649945142643,47.032897098149036,,,489,,,https://www.azpetrol.com/service-network,2025-12-17T14:50:24.060447
SOCAR,1 SAYLI YDS,"Bakı ş-ri, Suraxanı r-nu, Yeni Suraxanı Qəsəbəsi, Bakı-Aeroport yolu, 7-ci km, 1",Bakı,40.440428,50.013696,,,,"40.440428, 50.013696",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBooZI3iY-2pTup_1WmB5cH0XApCHadw5QxUYMxValcJ0S_ew5hDjwmU3ilb0FzY6W9r9EWk_-i5PZa5YTMwfFh7YmHD7V-9owalWkq_gcdU7isQ_zrcI5oq-dlPnh1RiVnDVgq2jAa-SFVK2699pAaoQIaJA9UwQgjC5r2Xir1vIRg4TNItvcRkEIZX80W5rMZrzaHxS2vFd6g?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,1i SAYLI YDS,"Abşeron rayonu, 3 SAYLI zeytun sovxozunun ərazisi.",Abşeron,40.430313,50.193196,,,,"40.430313, 50.193196",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,CNG 1,Zığ Hövsan yolu,Zığ,40.354868,49.980084,,,,"40.354868, 49.980084",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,2 SAYLI YDS,"Bakı-Aeroport yolunun sağ tərəfində, Sabunçu dairəsi yaxınlığında",Bakı,40.439143,49.938807,,,,"40.439143, 49.938807",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,2i SAYLI YDS,"Bakı şəhəri, Xəzər rayonu, Buzovna qəsəbəsi, Maştağa yolu Albalılıq, Abşeron küçəsi 105",Bakı,40.5172788,50.0605557,,,,"40.5172788, 50.0605557",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,3 SAYLI YDS,"Xəzər rayonu, Mərdəkan Ş.T.Q, Mərdəkan-Qala yol ayrıcının cənub-qərb hissəsi",Xəzər,40.471663,50.104087,,,,"40.471663, 50.104087",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,3i SAYLI YDS,"Bakı şəhəri, Sabunçu rayonu, Bakı-Zabrat yolu sağ tərəf",Bakı,40.464439,49.94355,,,,"40.464439, 49.943550",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,4 SAYLI YDS,Aeroport-Bakı yeni salınmış beton yolun sağ tərəfində,Bakı,40.4327,50.05867,,,,"40.4327,50.05867",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,4i SAYLI YDS,"Goranboy rayonu, Cinli Boluslu kəndi",Goranboy,40.644941,46.8662,,,,"40.644941, 46.866200",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqphBBhrnGvISQrKFszk3d6A9-nVWpou1Kxbwtal3x00RXjl56AaZqBiEoVt0-h2EXNzk2lQ6Cd-4DAWLB9gxDwsmo2yAN_4QoacusQ2imocpkBYZV5wYNNpi0RQ_-doze_CT8amxaYPBQwA5A9gPB8jlOwC-hEX9Hs1sS5orAqsFNpTQiYWNeoyzFSuZ-SHn69nwcw7DDw5g?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,5 SAYLI YDS,"Zığ şosessi, Gənclik parkı yanında.",Zığ,40.355476,49.953145,,,,"40.355476, 49.953145",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqXWRdI3B3_W0yvFZvjEebAocFUpn23NCTVvOv4DjWETz8NKuhgYNhx5CT4DMqOVffo80JqM-te-QX6Ami6o2s8zNEpXpFmmjE9wJ1nJPkswoe47BjskOAoKQhb3kzMKVPegClBG87cLok0oOj3SmjkexrW3mJvxR2EJhYiV5ZKED2nsjrONCkZ9KSP-m7W6MpVr41EaAxGpA?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,5i SAYLI YDS,"Ucar rayonu, Müsüslü kəndi",Ucar,40.441842,47.903262,,,,"40.441842, 47.903262",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBooFe_1CMyMeNKciBbaQ_Lt_zULDDtebpgEEWIXAUkxldio6RZESwfP13gZWWPFp2xKCjj6vQtHi7YhSC-MrXZGbB1OpBHZu8brE5VouBVaJKcKGCSC6chcvj5brk91KCQi9ItoONp_v_tVHE9_idMD3YFhdw4EteUfsu9d_cH0eyKfOGzhJV3P-DtQfJOlezzZLTx9C8mS9jA?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,6 SAYLI YDS,"Bakı şəhəri, Səbail rayonu , Yeni Salyan yolu, 25 km, Bina 31 (Bibiheybət məscidinden şəhər istiqamətində yeni çəkilmiş yolun sağ tərəfində)",Bakı,40.3188957,49.8215404,,,,"40.31858,49.82177",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoq0g2p2IwT1FySqhuloVj2qeHvsVmhatc_4ggdEx2T0a5ghVV3clbTKb4CkImijGIT-QufrlBs7Tdfd7cH4YUB4eUc53AoUSXx2_4q1vi9ycnpEiWxIiiPbhqy6OMp3Zb-B8LpeSgsbCv2qP449hG2hntWcddkVYghBv2eN4ASzjdW1qrB43OJGcmrW39MaLj_VWt4MAN7qxg?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,6i SAYLI YDS,Pirallahi qəsəbəsi,Pirallahi,40.458214,50.33621,,,,"40.458214, 50.336210",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoo0sbtvEyx_i5I-C5c9bOW0IzoRueTtQ240-rHpJmimPLwZ2fKwrlv17wwB-AQLku7l5yJagtD0ck4j0pXgwAX2Z6EEXChbScAlML_CoCpYzCKqr0CmwmEKJlTlY_acRE_zIozaVWbFFK2bxKduQs_zW2P4xyu5o12OOKjom4wx1WSHKipI95K1l1W-zPkodTjrQ91UD1ZJKg?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,6s SAYLI YDS,"Qusar rayonu, Qusar-Laza yolunun 29-cu km-də yerləşən Şahdağ Turizm Mərkəzinin ərazisi",Qusar,41.327563,48.148946,,,,"41.327563, 48.148946",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBorirb-oQw0c4owHTZAElXUx4kiQmnSDFgWvm8POHbdO6Y8twYwnTQQ6T6paxoGVmDMQImm2G-E3s0D9GXEdj3yTcEPR4BrEOD98NJm3wQKYvwCORE4Omw-D6mgK2qGWujxBdtIjCX6fEg9LONczQ3GzDu8IfvFq11D5fUwepHXepiN3GzkmiXg_p1Y5QURP4uXdRSMEOMs9Og?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,7 SAYLI YDS,"Bakı Salyan şossesinin 70-ci km-i, Haciqabul-Astara yol ayrıcı, yolun sağ tərəfində",Salyan,39.967301,49.408622,,,,"39.967301, 49.408622",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,7i SAYLI YDS,"Binəqədi rayonu, Goradil qəsəbəsi",Binəqədi,40.566106,49.856617,,,,"40.566106, 49.856617",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoozRM-nOlGF1t_P7eVfg7uSuwEReXQ3ujYMkhuKGYOYrqEo5oXgPoJ2VUcJOUOT-wOcoXj1DTsONSYqwaUDSaHNFT-VgPZrnhlhsOslj4QJ6Y8abBntbyXs3_scmJmgnUGkRtKXsKz9TGZ3p92bbnTM2attG2VZ-HYx6qnScAT87X5-KhspoaRU9J9b1pvjWofV9jJL43xvTA?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,8 SAYLI YDS,"Bakı Salyan şossesinin 70-ci km-i, Haciqabul-Astara yol ayrıcı, yolun sol tərəfində",Salyan,39.970057,49.41544,,,,"39.970057, 49.415440",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
SOCAR,8i SAYLI YDS,"Yevlax-Zaqatala yolu istiqaməti, Şəki şəhərinin sonuncu kəndi sayılan Çayqaraqoyunlu kəndi ərazisi",Yevlax-Zaqatala,40.844999,47.219173,,,,"40.844999, 47.219173",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoruec0DYq8MPY0gOF6m240irHT8gdTEUV8GeijcEUzpqZ82jUk5HiFrbhJnXuQ4kRIl9X0X0r8eAga3CFwz-5D-o1ZbLgcDS6o8Q916yXzXmNzFc_3qA11YMjvDILDZ5EjZ51NzsrFCkMPGPdn9EErP0ZrOczjrW2MPGjwrUhCERl65GZlD9_a3bbd_x1hT9sb-bCH2H_tElA?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-17T14:50:24.060447
